um_id,m_id,interpretacija
95804,28,KKOXKLHDXHRSC
95805,28,WTUWJFWFPFB
95806,1,BTBTSGAJ
95807,16,AWETLTDUCBZXGOCCGK
95808,35,CNXCVVNMOFYNTMXLPVH
95809,26,MAOTGDXMWIP
95810,32,TOFWRCYJZY
95811,26,IHXIEZ
95812,3,IQBTC
95813,4,EAWMKWCYWNMNDAUX
95814,13,XUGVQHKOXAQEKJSZRTU
95815,6,UVVFFLOWWUGR
95816,8,ERZVJGXBUDFOWDEA
95817,16,QAXLTUNLYYGXJEPJTLJB
95818,9,ECRQPRYHYLVALYBIQ
95819,5,TTGZTW
95820,34,OLIYDQVZUUZOPU
95821,41,DGGRA
95822,40,YHUMIVDJEKGDD
95823,9,ZKHXCWHKZZVQCIYBNPW
95824,41,DRQCMGG
95825,46,AEENEIUIHSVXFEH
95826,35,PQHUSJAYPNEN
95827,15,HSFUMBTDQCLJNM
95828,29,QTZMNMKGYGTQWOVGRZQ
95829,25,JLMKJVQFDVEWVTE
95830,41,QOYLTQBETYZUUPTSEALW
95831,32,ZNAIIOEVFANTUNPWOQ
95832,4,YTDDTQQTWPOXBLBSQ
95833,42,EXTKPMCJSFEOWSHQXLPM
95834,21,IKEJKHNEQGJGYZEKJ
95835,16,XOMRDZ
95836,34,WWGGYDUUGARA
95837,9,SXJLCPSLO
95838,9,KFLZIZOKHMNRPWTTYE
95839,22,IJGYHV
95840,7,LYLOTAC
95841,22,MGHXQXZ
95842,47,WXIPHHUFBUOXS
95843,26,TZJYZAREWCKDN
95844,30,RXWTXRMLHIXTXKBR
95845,8,ECAWBTAARZ
95846,42,IUXPAKLE
95847,18,LMBAGKBJOESPNIJMH
95848,32,CHAGGOU
95849,12,XFEHSHPAUMM
95850,18,ZDUFNRTAWFJJCDDR
95851,4,DLHODEEHQZBBBZOCWDNN
95852,18,JARQARUVKDLR
95853,3,NKLRMBVQBJROFZRCADOX
95854,8,TGDOMDOCSFQRVUTN
95855,13,KFKHQGZUODDFOZZYVW
95856,7,OTHNELJQ
95857,43,ZYBZSWYICOM
95858,12,QYDMSAJLBESAAVD
95859,28,UPHCHZVFIZKLDQVATF
95860,46,KQUOECAF
95861,38,EAUMKFVNKQFFBKOS
95862,27,PIKHSKEFVFV
95863,16,KTKAWHYUAGXSISJDJRE
95864,9,JPTKQSJKWMZRAWUTXJK
95865,10,AKGCYKRQGB
95866,41,KIDBKXFRAKQANFLEDG
95867,12,WNETWQXNHLOJKSE
95868,37,QJWBPM
95869,44,KDTSUFDGUZZZJR
95870,30,JBDEVIXKUYHVMR
95871,11,IUWHVVDPBHQCDWESXIAY
95872,38,IYZQYQH
95873,32,HHIBDTCVPWONPNDBWK
95874,36,BXUZNBPUDLRIPNYRH
95875,2,AKZPMFVBXDEGVB
95876,6,BVLFLVTTRDNCW
95877,6,EZVUFCMPXPLBHFH
95878,32,ECJVISJFBOY
95879,7,NETRXBPNAQEPSGWGXTQ
95880,15,CUGJSABPP
95881,8,BQHXBLHIXPLYSLKVEWD
95882,46,NSRECXJPTGPWETGDI
95883,11,PNGUWWAQYQYD
95884,9,GVEXQUCF
95885,48,MBOPJEPLIAOHGTUFSXZ
95886,18,AWBCKFOJQQRBFGH
95887,40,YDDHQUJVZLKH
95888,32,DBLKYMZHT
95889,27,PWGEZUDNS
95890,46,WXZZSKCGUE
95891,8,NNCXF
95892,13,WZSIXCXPQWB
95893,6,ZZVJULYBQR
95894,6,GZPSWOCNROUDK
95895,45,BWYNYVXZTLHALAMK
95896,49,IONAMUTQYURFWK
95897,49,GHQCFROJWISUX
95898,4,LBGTP
95899,41,VOCJWHYCMDHVLGX
95900,25,BKAAZPKKTYKF
95901,4,IBKOBGVLFARCJLOM
95902,35,VCZAYEVHSSDIUCJFVGG
95903,28,DXWKJUDPIVI
95904,16,YKHKSOGWMMLAQXHWRO
95905,46,EOLSTXIJNMQ
95906,30,NJKNJM
95907,45,WFHVAFBNOQOZOFRMYIO
95908,1,XSHHSAVYWKTWVCAEIC
95909,48,FWNQQCHXDW
95910,2,YXOXBTQSWXXTICFJF
95911,33,EORZLUYAYHSIDUFA
95912,10,JQDDIRCPYSMYYKH
95913,20,KVAFJUBTTZJAFAJE
95914,8,RJRTJUIHNZVNKYKHI
95915,28,YUKPWQMI
95916,19,CESUJS
95917,15,TZUDCI
95918,30,TMSUWHNZXYKY
95919,41,FMJUAUUUS
95920,25,PICEHODPZNTXZVCREN
95921,27,MPQUFRIQGURLWJVR
95922,16,PYEOLNYNAFF
95923,3,SKQWMZCQXBNORFDVB
95924,44,UVKKHEJJGXVFGKSVI
95925,41,KDUFTZXWBOOQUCHRUVP
95926,9,WUKCKPBL
95927,45,SLDNSTRXCWFVOMSAY
95928,3,XFGFHJQPF
95929,3,RHBZIA
95930,21,OCPIQPXBMNVDRDYQYCB
95931,6,ZYXTEMIPGFFKCKCFWEX
95932,29,OVXQLDECAZNGH
95933,21,WMBDDRXGHJIGTDI
95934,40,GVUNXFEQSTDUOSAF
95935,32,SSNUROJ
95936,44,ZEBLNXOSJZPMUGASLK
95937,12,SUFDGHOICZDMJRBWL
95938,6,PZLNCHUVWFJKFQXNCNSK
95939,13,RBEOKLUJJUY
95940,47,MMIPLPCVPDJHE
95941,32,AJMHNZIDSBRV
95942,41,KBDPZFKJFSQBWQEQD
95943,38,XAAGNVEI
95944,29,OSSRTQPABFIOVEITQO
95945,46,PBKKTX
95946,46,BUTIRFNSFYMJOKZW
95947,40,QXDQELE
95948,31,VJSVVXDLJQZXJGAOT
95949,49,ORRWUKSCWNAUIXY
95950,35,TBDSYDNNCAUGWEZOWPMC
95951,38,XGJGGJPM
95952,32,BQYQFWFVYAPU
95953,23,QYNXMW
95954,20,KEPQGPBL
95955,11,UWGVYOKAGZLNWXN
95956,25,VEBVASDEFKKLMP
95957,50,WDAMVEIWFUYOGOUQ
95958,22,BVTWENDWA
95959,8,ZYDCLQUHNTFJJMNET
95960,5,XNTNI
95961,6,DGBUOLHOTUVUUWC
95962,12,KVEUSS
95963,30,ORGNCUKZSQEQYXJB
95964,35,KENYL
95965,24,KBSWEAPGGRRYUCOM
95966,48,RWJQWFA
95967,45,LIPZZTLIWYXGMW
95968,3,JTABBJRZZIXGBIA
95969,30,BMOMKAAZPNAKPJI
95970,23,CTQNKFTF
95971,17,IYJSSWRJ
95972,41,DHCTJJUCFWEVM
95973,33,QZFWHNZZ
95974,5,TGPRRAAHRDKHVQR
95975,31,WNYORJJAREOONC
95976,24,IIWALZ
95977,11,NMNIRLLFGLZURGYQJVBG
95978,28,AASGMBR
95979,47,TFDRNXYCYL
95980,41,SOORCP
95981,10,CWZWGIWCC
95982,27,DUXPGNPCWU
95983,39,GSMLYAIYAXNGFDASHU
95984,25,BTYZTVRBFXL
95985,37,IMZXT
95986,38,QHGYOPAJVPTZB
95987,31,QXZYGGGLUTFRTJBH
95988,7,JJLMCLRMEUDPNBFVDWK
95989,11,PSLWGJVT
95990,47,OYXODEPHSDB
95991,50,ZQFNXS
95992,2,JWIDSXSPHA
95993,17,NELEMIKG
95994,10,ZTZGRMWBCEEKCHV
95995,26,ZONDAMQFTUABHBUE
95996,46,NZMGKJYG
95997,23,VVECDUUYLJWG
95998,17,RTEUNLLGHNVMLNVHDJPK
95999,37,WJTOAQJQYZTZBDRKXGLM
96000,35,YXEGNPF
96001,14,EEHOLWQWH
96002,42,FYBYKXFMFJEZKI
96003,18,KTKUVTOAPI
96004,14,LTTYE
96005,41,HDDUQUUYJDAGJWCEAR
96006,9,AJMXRJMJXIUWOSLSNAHI
96007,24,IDMPLDL
96008,7,WROGYJSFCAVT
96009,34,FONHLT
96010,25,BSCICJWYLA
96011,47,VMRYJBXDRLOR
96012,50,FHNIYHSQEJQWJIXCJ
96013,13,VNVPL
96014,37,MSKIT
96015,10,AMIQPNMPI
96016,24,BCVIGI
96017,36,AZYPWFANMABRLWEXC
96018,28,FRUBI
96019,28,VPABZUX
96020,31,OLQKOYUYDEXGODX
96021,1,ALWSXGZDTILDOYZRK
96022,37,JQWIMNI
96023,6,GFTKJMQEB
96024,7,DTXJNUHRYW
96025,41,PWNCUEAT
96026,7,GBFCMAOSIKHDCWY
96027,44,GOVKCXDSLHYXYYO
96028,14,HLPHEDL
96029,20,UNXTBFQMJ
96030,38,NBWQHRJUIRRGJLMU
96031,8,ALTDLLEOFANRWCWPCTEP
96032,40,FYZKGFORJID
96033,41,MOKICXKXRJZKTJJVOI
96034,30,YCJRDULNIPIYVHA
96035,23,ZPDDZRQDVUNYE
96036,2,IFQZFEJOHBDQKRZEKJR
96037,46,ENWSXRXPAKJZSFFU
96038,15,WNFLLVTQSHGNRGOLWT
96039,19,FUHCGU
96040,20,CKMSGODHIRFC
96041,36,SJHUVBSW
96042,5,UOGEOWCDDTSZPEFNMQ
96043,47,HHIBWDZDHFF
96044,9,SWXPZXM
96045,37,HNBUTJB
96046,47,WEPYDYIIOSXA
96047,26,EPUQSSOEVIVENYLUDR
96048,7,CQDVJP
96049,40,QFUXQKXQTZ
96050,27,RECJBJPQWEKWFIQ
96051,29,UWFILLOOKHBE
96052,9,SIXZPHZGULKWVQ
96053,16,QNGDGGVJCOPUVVWV
96054,34,TPVMYKH
96055,12,FTRKZXKC
96056,44,WSTPVOMUK
96057,23,LSQGBHWUDHWG
96058,36,CTIINLZBUXFEBOCV
96059,20,IZFAYCUXYMKAEJVWWCH
96060,11,RGOEVJNPRCQMDGONWLWX
96061,3,DREKWURDNTVWNAARGZG
96062,27,KAKWWSGOFUDEWIPKYJQ
96063,4,ZJEONVGCTAQWXBGFGDRK
96064,21,BERTHWSSSNOTTKRPZBG
96065,37,TUTIYCSA
96066,20,HGOSE
96067,23,YRBJZWGCQKMKYVYCRV
96068,41,UJEPSTPSJT
96069,3,VULPMFSIDNMXQN
96070,2,IEJSFKJOF
96071,16,SZQSMRHPJCLWCV
96072,40,QZCFTCYUMEKTTWXUF
96073,45,BQLDBUJZUMM
96074,49,DJVGKKHTCYKRRYXLST
96075,16,RZDCMMMECIFTAKBAYZG
96076,36,VTWDHSVTUFUSVT
96077,43,YQCJTBPAYZWDBZOPEV
96078,15,UITLLFJGAFBWWD
96079,23,APBIIVMEJ
96080,12,TTGKAO
96081,32,ZPPAJSWSUATYTTCYB
96082,30,THCALHC
96083,12,CKBHQNXZCHFIBEOIQK
96084,31,GZSAEOIOHHZCFYXVS
96085,13,WAIIEECLWGJGKKWJC
96086,12,DJWQBESRFELNFAFQVKG
96087,30,GJPMAFHRSQVR
96088,48,AXOHGEED
96089,27,UIEMFYZNTYACH
96090,18,YQFEWZCTOJR
96091,25,MCMDHWDHNPTFMFRGRT
96092,36,WCEDLYSQKMRJM
96093,33,TQVROAOMQCBJQKHU
96094,5,HBJKSZOECDULGM
96095,16,JGTVAV
96096,33,DAXHXPVUOILNKGQWC
96097,19,COLJAIS
96098,24,TSBILHFSVFS
96099,39,EJLQECSUDSOZPMEZE
96100,9,QUETFYVLHVNGXVR
96101,18,RQPLRJCGKBQUBJFV
96102,27,BWENWJ
96103,20,PVZSUMLVINISMXQSHS
96104,36,WCPGDBKLOROYY
96105,28,QQYQXXBBB
96106,23,LFNSG
96107,13,VKUNOYGHJUDNRATP
96108,34,YNFCRJZAP
96109,33,MGZVJQTKVDNR
96110,28,XATNIZVFLJHMPIBPW
96111,48,INTEGEODURIRQ
96112,9,OSESBCV
96113,48,PGHTQTVEJJ
96114,4,EZAVXYGXAUNQSIIC
96115,7,ZBTYBBGCDNMFMRHCJYQ
96116,34,UAPYQR
96117,4,MBFKOICJSVHBRCNSYG
96118,34,LHAVFKPQXACHHI
96119,12,TARPWJODRGGBCT
96120,12,ROTIEBLI
96121,35,BSNPDYHZQJBJBKUBMEG
96122,27,EXMMTAWHMNOEEEXDUC
96123,3,HPYWFQXGQAOHSATK
96124,47,KLCCTXQ
96125,27,DHQLUEJPIT
96126,4,PYSKADWJWTOKRDOS
96127,32,PJODMBE
96128,10,JTWYSQYTLRFFU
96129,19,SQBWUHNQUJD
96130,17,WIVKRWGMTT
96131,43,EEHGMYKVDFRT
96132,40,LFALDKJOG
96133,46,YVSPEHQCKSPRQOCI
96134,21,AFTMBGRMUR
96135,18,GYHNOPZJSQPEOWHRKF
96136,14,IHIHEITG
96137,7,AAWKSNEZVHWDKQWRH
96138,38,HDAVSQRHCDQBQXB
96139,46,SZOLGXMBSHOMXG
96140,41,YVOKXCGTEXIZRDMH
96141,5,WOSSIOPL
96142,25,TMYSEH
96143,47,SJJTBGGUBZ
96144,42,DJYMXYDJPRKN
96145,50,GHAOACVGATJOHQJUKOJT
96146,29,INHQOBRYNSNKXVT
96147,29,NVHHFNATNGCUB
96148,2,MVFPKOUF
96149,44,SMPTALL
96150,24,SQWDPEEY
96151,9,LQFYQAKUHXJKKUUGJC
96152,21,LHVDICVQ
96153,21,DTWSKUHMDNXBYUMUKSW
96154,16,MWMOEHRQYNWPTEZZE
96155,40,HUWZGMR
96156,21,OGKBLLCNNIEAER
96157,1,NWERG
96158,18,YQNAUNDLFQAMYJB
96159,31,YIVWFLKMZNYCMHKX
96160,36,FGJTZKSS
96161,27,OVVMVONZVIKLEDZJEL
96162,18,FJGHYYVVWBFKEEHQ
96163,42,OAGJZNQGIZDJISDSAE
96164,30,CEYKKQ
96165,20,VQMQPJIIOQSZJZXB
96166,41,ZPPIRDOCUEDQHSUPQPN
96167,41,TGSFCDRNPZNA
96168,21,OAKEBC
96169,28,QWSGMP
96170,43,UTNKZ
96171,46,CVKDGKPBDVN
96172,14,XQAOLCDEIJTSYEL
96173,21,TQYVBXJSCWDBNZZNS
96174,37,PGTQUTJDFN
96175,45,ESHBYOVYNYSRVYZE
96176,33,JEGWNZCXONVGSXSX
96177,27,DRYLMFFFEJHLXHWNJA
96178,12,LMLGJLBVA
96179,27,GXPSDNIOGG
96180,21,SVEIBJWZFR
96181,6,POFIELHODICQ
96182,35,JAAKCDZ
96183,44,NRELYFNPFBWMJI
96184,29,YLFYHIOWXBL
96185,16,DCZMZCTQC
96186,38,MFOZLUAYOYOT
96187,37,KRUXJZMZCVVNVETUBO
96188,27,HQNTCQZE
96189,47,XAXTWIJOBOIZUUJ
96190,11,PRHNEQUFUVRA
96191,37,WSUZXKJAAKYLMCETGMU
96192,19,ZDOTKGGSUFBVCZOJOZG
96193,19,MGPGEKWKGTNOPHYN
96194,29,XKSDOTFCXR
96195,27,RWIWVG
96196,25,TXZQPGCYQZJS
96197,25,CPMMXT
96198,14,LQYYODUZXOXUNRKZLLWY
96199,3,VIYPMCFQUBQUCCKKF
96200,13,IKAGZFFJBTQC
96201,23,ONWQGFCOPWBBVPHZBE
96202,33,KFHHHJSD
96203,44,UZNPRBC
96204,41,TYYZVUPXKSNKOMCM
96205,7,PRKOLO
96206,45,OPRPXPBQZPTUDXZ
96207,12,OSVWHSXTPNQNJV
96208,11,GJPWDYXCN
96209,46,CDZELLTYSHDDKDCKKXG
96210,35,LOQBAUJ
96211,48,PGJCSOQTPJA
96212,26,ZVNYIZGLNKVR
96213,48,ZRZMICRHLOANX
96214,8,CEBSLFYFBNR
96215,22,IPAJQET
96216,14,EHEBWRQZVARRKIDNPD
96217,22,FJXHWUATWNHB
96218,7,XSTBCDYVCJHRCFEBO
96219,37,KHDTSL
96220,19,DIUHGWQHEKYC
96221,42,CTEIIFXMQKZUZKEMU
96222,6,UMCHUAXRMUT
96223,14,EKMKKCUB
96224,24,JOOJMG
96225,23,HOXUYANUIXYCNAN
96226,11,XVZYCCKNJPNM
96227,47,GYXYAYEUBTNQUMQG
96228,34,PDUPRCNECBSB
96229,49,SBKXNUFP
96230,6,OAOMDODQJTXTO
96231,16,FTTAMJGU
96232,10,SKUCRNXIZZ
96233,32,VRVJRPKTB
96234,33,RWUFB
96235,3,SKOXWWGIWTMUB
96236,36,GPTAJIBSDQDKTMKIX
96237,43,DNSLODL
96238,23,KFUGPBPNSZXQGAZNO
96239,33,GGQHHCEGHPG
96240,43,LDXCJDYY
96241,33,GHJAUZXSYTZ
96242,32,ZNLJABCXDKFZNNEAWDI
96243,23,PCDKKTUZ
96244,29,ZJVDIHVBSGOBGTLSRPRL
96245,20,EYPIT
96246,15,SSCHTIUU
96247,34,DDGQQJCUWQIFWMAMZIDQ
96248,39,AMXIBSCQUGVSEVXADRKY
96249,37,NGZFKKWKDVLHAR
96250,40,KXYGTDWXEHH
96251,30,YTTYMEBGJLPBHWA
96252,40,VDJJBAFWZIW
96253,39,LBOGJSRUUC
96254,12,OFKPSFOFFMLUKJOYI
96255,21,LXPMWSTNRC
96256,12,BDKUTZWQVGTCPO
96257,31,NCKRJNXEMKUTVXU
96258,35,RAZWPADSCDONVJSTVM
96259,17,PNODFIWMOEN
96260,42,WYOZGRBDENX
96261,34,GBTQDPTUESLCZ
96262,6,DNAUQ
96263,30,IWRHYEHGRSXS
96264,24,GELBZGHZPS
96265,10,WVHENSDGNPFNXIEPW
96266,29,ZYIFEXNHZKPVKYUFDASX
96267,32,QHHOQKZTETBAXJHJZ
96268,20,PBRLVHPXFIHHPTAQ
96269,41,FUCKIKULJY
96270,27,MZIEXDMFJHYDMQ
96271,46,FSAFTZXUVOQDDEQJ
96272,40,JJTXHECMOCWASS
96273,9,HQRVNJYRBKACTOXSNYX
96274,36,INZQOXHGNQCMUHQZ
96275,12,LNYYLITPKJJ
96276,29,GGQTGFGTBCMIW
96277,19,IKFHEGQUSYULOSI
96278,42,WTOHPGFW
96279,44,LNLRCTQQOI
96280,42,SALSISJYAPGUMQMDVQ
96281,16,WHATDQZJVMRWU
96282,24,TWBKANIKSAHKUIA
96283,35,XTGAQBGZF
96284,11,MAFTCOZDXR
96285,32,OSJFQSBJFNCUDSIS
96286,11,WWEEOUHTNVZID
96287,44,SUIAPMADLOGYP
96288,1,JSEFAVZGVCOVLRI
96289,35,JFQFOB
96290,38,UXQTTWY
96291,38,IMJNIHVULUYQGEMPRGN
96292,9,IPKDESGMZWBGC
96293,24,GYNKAKGLBSY
96294,37,MSNUTMYCMAYVANZ
96295,33,SVNTCADZHCJNCKSZOXPY
96296,33,PYIZQIDHUEHHMJI
96297,46,DCHGOHUUENRPNTJKJVH
96298,17,HWRYEDFMFIEBTHMBNLY
96299,3,PESEPBATEJGFPUMRQ
96300,29,FKSDRNEPLBLIVKCFBM
96301,13,HYLQMKWTVQTIELOY
96302,11,EESQOJYFFRHF
96303,15,HFQMI
96304,44,AOWNOGCOCLMNSDSICLZ
96305,26,ZFIOINHMBGGJYKO
96306,11,OYKUUKVGCGKRKDHCBNI
96307,45,ZQCAYJKFPKIMFTVVNDE
96308,40,VPKBC
96309,5,FMVSSVHCUUVHAHGLG
96310,43,GKOYXJEMHZMDHHMOH
96311,44,EYLWCIAYWWIWPZKDA
96312,32,BLCKALJPEZGALAO
96313,37,TKZIIIMCPTZ
96314,28,NAWWYTTOXKJHBVRKS
96315,8,CJYYALZLIK
96316,19,ICLHIDA
96317,41,ZZETDWJZ
96318,1,AMVEHMJBQCSR
96319,40,TGGKLDJXTQP
96320,50,OHCRUWJIGVWHKVRXIJL
96321,30,NLDXQFGHDKDFI
96322,40,QCXAFPIXUUYDK
96323,39,RGVURT
96324,37,DYJJEYYFSB
96325,36,OFDRGUCGCYODXAP
96326,25,NMCCOLDFYHLIHTM
96327,28,HYRIOHJHIVFVQRUOGBX
96328,42,LDUJRPOPAJC
96329,12,MDEIESBJDI
96330,48,MMVNDAJPWGQFITEJHT
96331,21,ECZXK
96332,15,UEUFEIMQ
96333,29,NFNYH
96334,12,WMLXDELANMWS
96335,17,DCXLHGRLUFWSUDQ
96336,15,GFUAJRCDO
96337,13,ILHDXMDGX
96338,43,YBOYJS
96339,29,BIIRXDXHZBAEZEGS
96340,30,PGCQXPJRSSHAZUP
96341,16,CFJWOFYKWO
96342,42,KLKHNHLIHUOQMABSQWQ
96343,40,MYWNGEVPFIEKMEMJLH
96344,41,HUPEZMXAEFMDMQZ
96345,19,EOOVIV
96346,47,BDDYSEDUYZQSSNOUGMA
96347,3,RVGMKNOJT
96348,20,AORVLXHXRDHIYLONEJ
96349,31,SWLCFGFEMNPEAHGXY
96350,6,BTDGGTSO
96351,20,IYVRCECCXWNOF
96352,18,IAHXSNG
96353,28,DFMIVEZIVQOOLEGNV
96354,30,TKDOR
96355,33,WTAUMWZM
96356,39,XYBRCVTISYBB
96357,24,IGFBJ
96358,30,TWXAIARQLYAPJZD
96359,8,KFJOHYXDMJBRAQLL
96360,40,TMRASTNGIGEZE
96361,25,MQVNAKFFQBNLJFVUEV
96362,41,HLIFOOPIWGYW
96363,19,LUOZJMYVDMOXPARN
96364,26,RQFMHOS
96365,3,LITVFKHZOBK
96366,8,ETQWHRY
96367,8,XQLBWAASBDXTATN
96368,1,CJKNKBTRYWNEYKSDA
96369,1,ULXDCKIDYGMFQEA
96370,8,PSJVWSJWITHH
96371,37,WTKWRMJMPWJFHA
96372,43,ZVMUUCXBSGBKVRXJ
96373,2,XEMARVGKH
96374,48,AQTIVLF
96375,50,VGRRGVIZHDSIVM
96376,28,HUXAFRBNLJZFCRI
96377,30,MHAFR
96378,29,JXLQPPRYKTAPWBLR
96379,25,ICXYJQFXK
96380,28,LCZRIXADDKZ
96381,2,LIIAKVAUDCQBBS
96382,9,ROQWJOPYYQKOPTBX
96383,40,OEQIDM
96384,29,FMOPCRNEDLBC
96385,27,QWQUQNKJFUSCWR
96386,36,VAUVNTRXCAFN
96387,46,ZRUCSWGYK
96388,26,YQWZOCNHNEZLEOJ
96389,10,FUHYRIXDWLVS
96390,18,HINNLPI
96391,38,SFMOAWPMXCCKNFWJBE
96392,20,XXTXNF
96393,27,DMXHBGMPRYJBGQBS
96394,15,DFEWVF
96395,6,TEGGNBTTYMU
96396,17,SGZCSIMOPMPAZSPSBSWO
96397,31,SBOJOQRPWW
96398,12,BSGWT
96399,38,QIIHLII
96400,33,FDGTZPAVGOF
96401,28,YPXCCL
96402,7,RNOZASCMQE
96403,6,MBAWGJTSGQTLQFU
96404,1,FLRBQPRIJ
96405,6,CVLSPGHXAONX
96406,5,WHQAUCXH
96407,48,EKSJMRURI
96408,2,FBVOPGFGNZPVHP
96409,40,BDDGQVAOJKSELP
96410,42,KRVGF
96411,4,MIRZWDWQFVGNUHETESW
96412,25,MMVIRSS
96413,23,GGUPDUG
96414,42,AKIOBGAJHCHC
96415,23,TNCIHNPLOBBGRLYOOOOW
96416,7,BKUNUAZXLTODTZQ
96417,16,VPEPZMOBDZPBZUNF
96418,21,SVLTUVQHAPFIR
96419,48,JBJYSNA
96420,29,NVDAXHK
96421,16,GNLJDIPIMXQHGRJAUKY
96422,3,NNFZJIHF
96423,15,GAOSXXUAQSTSPYO
96424,2,SPGNWAKFQG
96425,25,PJKFXFB
96426,37,MWZNQGUIWIPUKUMRIN
96427,41,QGALNWQ
96428,44,XRSHIVJGRIF
96429,36,DNAOG
96430,16,JHNIP
96431,18,JOYLGHXEN
96432,37,WWHZADGA
96433,50,IQMAN
96434,10,KHIQN
96435,21,OGEXBPRXGCZVKD
96436,24,IHCPC
96437,9,POAXIHLCNWLZFO
96438,38,ECYUUTIYJXPPWG
96439,14,WUEREBNIKS
96440,48,IQNYW
96441,45,OCSSPBZWXNUNTP
96442,14,GKREMABYZOA
96443,35,HUSJLFKK
96444,26,FWSBAFUCNRAKX
96445,31,KFHJIJNEEGYGJNCT
96446,44,EJYSEHCFZTCEUZ
96447,26,MQQGBEAMKIVSRWZ
96448,49,JXVCZFIGSNZPCRHNHE
96449,38,VNALI
96450,7,NCKUFNHWMUMOLLUFKF
96451,20,WDAQELUQ
96452,26,GUSCVZRMPWM
96453,33,JWDVTJRYDUHGSFD
96454,25,HIQNMW
96455,19,CFOZMEJBDKUC
96456,30,UAHALJBADKMTNSHO
96457,43,EPLYBNX
96458,38,THTFZEGIRNBKJGXR
96459,6,TDGHJBUESNEE
96460,44,ONQVINHDEBN
96461,19,VWMFSDQSX
96462,46,YUXUJRQ
96463,4,TPXJUJWDWVIJEEXVYFYJ
96464,35,XGONVVKBM
96465,45,NMTUTYVECQ
96466,48,ESUOYBYHSP
96467,15,ZIAZDPVKFILSUX
96468,23,CDEHWJIE
96469,35,KWETWLSKHVLZOYOQSR
96470,11,DCIHTRM
96471,17,ZOMSRHCUITXSKMUQGG
96472,23,NTOGTPZGPIORJMHYZDD
96473,6,RPSCYDEIAFHZKVLT
96474,35,IOAAIDWDUHHOEZGSLYL
96475,49,MWCWTDDMLUMDVXNVO
96476,36,FFMNBOBGRAWITRKHOXQX
96477,27,ZCUSWDKPXW
96478,34,MQOJVSYAQJSWPXYHSFN
96479,23,MXBRTBLCCEJYU
96480,12,FFKKDYPJHLAVZRTXOBHH
96481,3,YYBJJISLSEWQOXOC
96482,20,TQFDZCOIMCBRHILPQFOC
96483,1,GUVVQELMKIJJJUQW
96484,34,JFODDJOSCEMEUBCGM
96485,1,VLENBDKMLZU
96486,50,HOUEWQZOKBUE
96487,23,JFSJD
96488,16,GDXJDX
96489,43,OEEOEKX
96490,12,BIGWQRRN
96491,15,ZJNZOGCLU
96492,6,JJAXFZJW
96493,1,KTUTIDWXMNJ
96494,36,TXLMBNYVKTCUCQEXTHT
96495,37,XTPWF
96496,15,BDHCF
96497,30,ZAZFDPURCJPMDTTPNR
96498,43,QUJGNIYYJ
96499,47,IKNEWTJGNHLG
96500,48,GBAMLPPDZRBHPK
96501,22,ORZDPTBXXFDYK
96502,4,LVOVCNSHWHBJKENI
96503,21,ZQHKEGEXYNNT
96504,40,IWXXQHFLOCQ
96505,44,MNWVXI
96506,46,FTEDVX
96507,1,CCQSRMZVOFBIF
96508,38,TXXKYNDJOKFCUGEWFMN
96509,8,IDJKTWB
96510,3,BYPVHGPRXMVP
96511,12,VZDTTYITTOQGAQ
96512,40,SFBKPMTWCV
96513,19,UAVJWK
96514,24,CYOMEVXKCLYASVXBCK
96515,42,PZJWWPNXSKCPJIDCCD
96516,36,NMWRNOHCGCMRGFXBAL
96517,12,SKRSRSVPDMUAXMDN
96518,11,XINHTQDEPKGWRBNG
96519,40,RJOYWHSIZOEIIQ
96520,1,TXLDD
96521,32,NUGYCXJP
96522,35,QFIEZMJNILFG
96523,30,XUFDSKZAREHCFBXX
96524,6,XLPCAKRGSVZVP
96525,32,SYYEMQXNURBTVFVH
96526,37,FTCAQZ
96527,21,ZQQNYR
96528,31,CYKCUKDKBOCDQEIAV
96529,34,JWMEJLMCIREOQOJIBU
96530,42,FABIOEPTFKXJTDUFJU
96531,42,MWDEQDNGOYQWTPLXRA
96532,26,IYWKX
96533,36,HFQHXWM
96534,18,WJDARNKQBBVNVD
96535,14,BQMBMLN
96536,27,PUSXBCVT
96537,39,IUYHD
96538,37,VWQJJWICOESWQKNEGSO
96539,20,UBKQEVTYLFTS
96540,11,GHSJQIMDWNO
96541,15,WBKTCGJLJKUKDFCJLBN
96542,46,HRRJLKCZOXWKP
96543,4,BQLRTMHPVQJFL
96544,13,HOPBYETGVWMGDV
96545,50,FNEGIFKTBPUUPRTZCEWZ
96546,16,DKHERAU
96547,34,HDOUNBJN
96548,40,TEKOWYPWMU
96549,46,MGHPSZLVBAGPLCGR
96550,12,GCSDFVKPQYVYFQAE
96551,44,OCABMJUCEUJN
96552,13,AZJGTRG
96553,8,OYGQEDBDAEVDAHX
96554,47,OQYROQUPEDCEYJT
96555,12,IZGVALTEBKKJFW
96556,33,VHOPGBKXYEXLGJ
96557,23,UUFGPDAQYGUWTU
96558,13,XEJFPGKAJ
96559,23,RXANBP
96560,18,RAMAJHYAAUSMNPXLRUGF
96561,47,VCHXLWBR
96562,16,LDMVZYSC
96563,25,IIIBTMYYWHJMZGKGFKQ
96564,42,VQRJZDJBNJXL
96565,45,AYYXBZUPBY
