_id;um_id;m_id;interpretacija
85620;85620;50;PZFKCEYE
85621;85621;5;MSNXG
85622;85622;17;CJZYKTXVPOXKFB
85623;85623;50;AJIVPCB
85624;85624;13;ZZLUXTHPRXMTPYEXJDV
85625;85625;45;VOMKCVVJ
85626;85626;47;MQPKKCKDDUXJTGPI
85627;85627;3;FOAFTNSGWNRJVHAXA
85628;85628;8;HKZXAKUKJIEHKY
85629;85629;15;WGZKDJZPOTMGVIVEF
85630;85630;25;MYKPYWTVCYMKVXWARCER
85631;85631;8;FBNFGVOFKGJHLRIVWKQW
85632;85632;18;QOPLJDWXYCNKPW
85633;85633;47;ELENFODZZUEPNH
85634;85634;3;ICXSVJRPS
85635;85635;24;DFCCLMOZOCCPBH
85636;85636;6;XFCLQPWDLHUYDRPVYR
85637;85637;23;ELIJVPK
85638;85638;12;GCIHR
85639;85639;23;TYEHARZSGKERCHHVD
85640;85640;31;MZSWDTUKGGYMJKOMG
85641;85641;42;IDBJQBB
85642;85642;36;YLKMYIYOP
85643;85643;27;VSLZNVYHPFLINW
85644;85644;24;KJLPCHUCPQLA
85645;85645;29;AUNPQMJQQSEEHDDF
85646;85646;23;SRFHOAFLAXBSXIW
85647;85647;16;JQGKICWEYQBGJJKUPX
85648;85648;44;DWMFNPKNMSX
85649;85649;3;CKVDBUJSCOCEM
85650;85650;46;HNRDLIMWEJQUVVHOUMTU
85651;85651;46;SSBKWMWRDP
85652;85652;22;INOBKSM
85653;85653;49;ILAYRWRXALWDJDG
85654;85654;29;KRIVVRATZF
85655;85655;47;USNTSRUORXR
85656;85656;29;BHJATNXTHEDKBIHCPV
85657;85657;19;VDYVBJXYWAAUROXAHEVV
85658;85658;4;JAKBWOJIEHDU
85659;85659;37;ZVTXR
85660;85660;22;GAWFKLKXRVQXNAX
85661;85661;33;VVYUDBTPQS
85662;85662;24;LWBPXNGTEBYBKC
85663;85663;47;HWTXYERXEVULC
85664;85664;4;DXBCJDFDWL
85665;85665;49;QDSDCRBKDQKUFMBINWU
85666;85666;6;PYTFEKLEIKOGEBVVXWP
85667;85667;18;CTODSXS
85668;85668;18;OOLEAMRPWE
85669;85669;1;CIXBECXZPMVSXIGJOGHY
85670;85670;3;TPRITJEQHJFPXNV
85671;85671;35;PFZDTODFNAFKC
85672;85672;22;GAWDGDGGQQGG
85673;85673;15;RZKTQSXQDA
85674;85674;20;EEQVY
85675;85675;46;OUXVKYJL
85676;85676;5;NCQBX
85677;85677;22;VQOQV
85678;85678;41;RPHNG
85679;85679;23;NIMYIZIGSHUPHNMLNLF
85680;85680;24;CFTKBKRSDVJRGULYSDMO
85681;85681;17;YGLVXRPSSU
85682;85682;50;IRHAKSOIT
85683;85683;8;NRUNIAIMEFYKAF
85684;85684;28;IMCJXCBWZY
85685;85685;9;BAPBSAJZ
85686;85686;41;EMAJWJ
85687;85687;14;XASENZNSYTRTXPTDRR
85688;85688;12;WWMUBPLVGLUOV
85689;85689;5;DGLYTGFMBRMGOOIQRHHO
85690;85690;39;ZGJZWIPTRJGIWFLW
85691;85691;48;YYILMYUB
85692;85692;16;YZBVWMZ
85693;85693;27;TMXNYE
85694;85694;31;NFQEDUAQAADWB
85695;85695;42;LYUUFPKWNDUIHYSAAI
85696;85696;27;CYYITLDLQKE
85697;85697;44;YVVHTWASSUIPUVV
85698;85698;17;CLSEDERKNNJW
85699;85699;43;PMOKOLMXNPOAPBQQY
85700;85700;43;UFOBFXEXXPSQOWMFR
85701;85701;48;JOMQEWZOPBTLGOERV
85702;85702;39;ZCIQPOGDZ
85703;85703;34;XLMHWNPAHMZIAZJMLFU
85704;85704;31;NWMPMHPHRFZCDHDYB
85705;85705;50;JDVFGSZMMFSVTKFES
85706;85706;10;VMAWXFRQNNQ
85707;85707;1;VMFQVOUXLYWTPE
85708;85708;16;CLGTOJIRFVERYGPFUF
85709;85709;11;LQTTSIGURRWVQSZHPPI
85710;85710;34;XYGWZKOXBJBWSZEHWZRI
85711;85711;49;CVJFP
85712;85712;19;UWXVSBYIWDIIFXJ
85713;85713;39;AQKYQJBFTUSTGGYSDH
85714;85714;9;NGVVE
85715;85715;18;FMNMBD
85716;85716;4;ZIORB
85717;85717;9;GEWGXBZWKO
85718;85718;14;LQNOSQVABYZXJFURDGT
85719;85719;34;UDITHJADPXQLKWYETWYG
85720;85720;43;BWJKXCAXWGUEDRGFOFX
85721;85721;50;YAOEJKXENCSWTC
85722;85722;38;FCDFWNYMJKCFJGKVJO
85723;85723;45;QDFRQDF
85724;85724;13;ZQSMIUDRVEYM
85725;85725;7;SIHVSQMRP
85726;85726;16;NHSNIEDQZUYAUILN
85727;85727;24;CHZYXHZBULBDHDC
85728;85728;40;TKCUDB
85729;85729;5;FIOAPWYKBQWDMVPP
85730;85730;20;DVEJP
85731;85731;18;VHAJZW
85732;85732;27;TFGIL
85733;85733;28;FIAEKJVODVGNI
85734;85734;46;NVAODBIBLJWQ
85735;85735;19;NIRYCXKAOJDTCSMOGDD
85736;85736;24;IZQRIQR
85737;85737;2;DZLUYF
85738;85738;34;RJZSPAXCWJVAXMQFL
85739;85739;37;CRWXLGSUZNDTEXYF
85740;85740;50;ABJYLQKGCOBW
85741;85741;38;JWAMBCCRFDXUBGN
85742;85742;50;HAJOCCREMAKC
85743;85743;6;GYQKVFVAGZQZQ
85744;85744;1;AOFSNGFODQXLS
85745;85745;32;FRKFUQIIIWNVJXAQQPUL
85746;85746;22;NGCCV
85747;85747;10;IZMAVLQHOBSGMOPVG
85748;85748;50;CVVCQHRKL
85749;85749;43;XUYBMEDTIHDB
85750;85750;21;APCAZCP
85751;85751;25;KEKCSOXJGOFRJZZPB
85752;85752;50;ZYAMAQBMYNUHUJPRP
85753;85753;26;TYMKDCXNQXZBOCPHWJJ
85754;85754;23;OHGFRVHA
85755;85755;19;JNXKDFCUYCKBVATVGKUV
85756;85756;30;XLVWKZPAJQIXXJ
85757;85757;26;GCTTO
85758;85758;31;WHAASDO
85759;85759;44;BDMYZOG
85760;85760;25;ZKLOVSRYC
85761;85761;46;SXGATYRSTPJNWEPKB
85762;85762;50;QMUKPGNNSSZJBTD
85763;85763;33;YSOPA
85764;85764;18;JLHFIWMLDIJMVSQCHQ
85765;85765;4;VHMULFNVLSMQFY
85766;85766;26;XMOKQBGGSPLWJEWM
85767;85767;11;NMJZLBQMSUG
85768;85768;22;XHEJRSICMLCTIT
85769;85769;45;DSASCGUZ
85770;85770;15;BYDEXHSCFHDJBIUBBNFZ
85771;85771;46;NPWMNBPDLKSWSHYZE
85772;85772;50;JFBBNTFPBCKUJFLSX
85773;85773;3;FDMRVAVGPOONGSVIXT
85774;85774;38;QQNWNDVJROSLSNMFFSAH
85775;85775;2;KQBNGRKMORGADLSPO
85776;85776;21;EGNTDL
85777;85777;29;RFZTSAZEVZD
85778;85778;36;ZIZYPCJLTTBUVEMZB
85779;85779;3;JLZACHUN
85780;85780;46;VTXUI
85781;85781;4;NPGIDRJXLJT
85782;85782;9;EXROMYKMYFTYVZR
85783;85783;28;XGBMHGGDWYXKSVEML
85784;85784;28;XLQZPANJTCVU
85785;85785;9;CGTZHWNFCMKOFALQILSV
85786;85786;1;PPGOESXVE
85787;85787;24;UUJKFU
85788;85788;6;XEEUGDMFPWBHJ
85789;85789;40;PKGXJL
85790;85790;45;OFRRMESUFQTEFWNPMC
85791;85791;50;LMGWPWZYSWNFFTT
85792;85792;46;MOMRQRBSCOCEZCGXV
85793;85793;10;MFYDVXIVT
85794;85794;20;HUZUMCEODPIKAAXXPWHF
85795;85795;2;WWQXBJUE
85796;85796;29;NSTGNRCVPBOOHRZYY
85797;85797;30;LYASP
85798;85798;22;DOMBHTOCHZJUBRULLRG
85799;85799;14;KKCZLIWVLFPYPMHMXQUB
85800;85800;38;CPVEONTQJWYJDV
85801;85801;38;EHRYADWUBNII
85802;85802;5;BEOWDTWKWSKDNFG
85803;85803;19;LRPJGLPKXZUYECERRB
85804;85804;15;NKEBWCFA
85805;85805;28;EEBAIOE
85806;85806;19;UFVESDYGSPC
85807;85807;32;SCVOYBHWDMURPNAFC
85808;85808;7;ZAKKFGNZADK
85809;85809;10;ZYPETHCVCYVMWMK
85810;85810;5;TUTMROGABWZCJ
85811;85811;2;UIRPSXXPCCILIBLQGH
85812;85812;46;ALIKCGKGN
85813;85813;16;YJGGXJEGIQSQCZXYB
85814;85814;23;MLNGCYCKUIESETFKC
85815;85815;2;FTUMOMWW
85816;85816;45;WFUCFAKT
85817;85817;32;ZTHJCCVDKQIWMZEQ
85818;85818;31;BUJGEE
85819;85819;23;AXFHEPS
85820;85820;46;UVNMKZRW
85821;85821;4;EJYPI
85822;85822;14;BSQZHVPWQYPA
85823;85823;47;SIUYWYPBT
85824;85824;1;YKXNICXQSDSZFN
85825;85825;27;ORHIXN
85826;85826;9;YRJEZNMNICTVKVLB
85827;85827;8;INQCNUDOWJ
85828;85828;16;BXLWVHWUAZ
85829;85829;25;JGWEKAN
85830;85830;35;FKQGXD
85831;85831;1;XPFAXY
85832;85832;25;LOVJYZFHL
85833;85833;24;AWIAJCNJ
85834;85834;41;SIRFEJCUEOBWNMYTKE
85835;85835;29;YRUOXQGCJEUXEGTXQXSK
85836;85836;11;JCVMAUYGAHZCRE
85837;85837;46;UOKUSPFEFRYFYHPS
85838;85838;8;IRNOSGWXGWMT
85839;85839;5;JKEABZRK
85840;85840;45;STAMZTUTHWJQMKLUCDLT
85841;85841;18;ZOGHYPGRZUKRPX
85842;85842;15;SUDNCBJVFWK
85843;85843;14;FEKPQRFAVRUFVYCP
85844;85844;25;SZZCZ
85845;85845;37;BJRWRSJ
85846;85846;15;ZWYEUZYT
85847;85847;24;FUFNQWVQJ
85848;85848;16;TEBDNFYBWLMERFKOW
85849;85849;49;XWBOGVYQKYOUDENHVI
85850;85850;42;EPTKUWEOJZIHQEN
85851;85851;2;RRHJFDECZWTCF
85852;85852;14;EWKUQ
85853;85853;42;DHEJUSRFTDVSLGPEQA
85854;85854;43;SZSGYCXYWELNBQIQHZJ
85855;85855;31;RVWAJTPXMGSLUCJEWF
85856;85856;38;IPDKRYRNY
85857;85857;8;FCYRWAUTYQXP
85858;85858;6;ZNVFPZZGY
85859;85859;17;ADYHZJEKVCTW
85860;85860;16;OGRSJYWJWQXVBCRZSLF
85861;85861;3;QOHVMBCMJOGHXZ
85862;85862;5;FYSVWVY
85863;85863;21;OTTZDBRUS
85864;85864;10;JYBVET
85865;85865;43;WNIMFQJNYWK
85866;85866;7;GRZDD
85867;85867;29;KRBIDGTAALGFHLHLPS
85868;85868;5;UHZWTDS
85869;85869;1;XJCVVFHYLLUSMFLXHVP
85870;85870;24;FJYHT
85871;85871;38;KIYGJXVYYOGNNJTR
85872;85872;43;BIZFTDBSBTAAE
85873;85873;33;CPMJQPGNRBDTKNZXU
85874;85874;13;XNKGQHABNAPD
85875;85875;45;MSTETZNJTFQ
85876;85876;9;YMEBNUMHDUOASCI
85877;85877;34;FESNDKUQG
85878;85878;50;JKZDWPFIEXWVZWD
85879;85879;40;COOJIKHVRY
85880;85880;11;IQJSKVYHWRPNKLG
85881;85881;31;UVKQTDWQZFUZONBQDV
85882;85882;28;FVPTNJBWKRQBD
85883;85883;26;UQHEBHXVBNGKARLI
85884;85884;34;VKBCHXGCZTJPOP
85885;85885;47;ZWGQIPENFGJ
85886;85886;8;DAOMYDCXJZW
85887;85887;1;YMIDDZUMJKXKG
85888;85888;36;IGDKZ
85889;85889;5;YEIHYIQWUGLQHW
85890;85890;26;KCJKAFXQK
85891;85891;41;GUTAMMSDOQEYWNP
85892;85892;20;PBEAWNAWMWFLBX
85893;85893;3;PRYNGRRPXJMCSIJB
85894;85894;18;TMABJBRVDVOYQUMY
85895;85895;4;VWUVFPTSO
85896;85896;48;FIXQRSNPLCIAYSF
85897;85897;15;IDCQQWXK
85898;85898;14;PLAYUMHTRUUPEGNFGS
85899;85899;36;ABJUOS
85900;85900;41;ICMDHBZWSLQBWCENQXRV
85901;85901;11;ZAIGRSEGMQSRGJCYQJ
85902;85902;38;MITYLVLCGQWJXOLJ
85903;85903;10;BGTSFURPE
85904;85904;48;KAXVXFWA
85905;85905;26;OVJMECGGKTB
85906;85906;13;DBOPYIJWI
85907;85907;40;GPLROJNEOLUYIBVVPFVB
85908;85908;37;QKQKSFVCAU
85909;85909;39;QCJBEWWJIIMQRTFUOREY
85910;85910;20;FZABJLGM
85911;85911;11;FSOQEAXLSUORYV
85912;85912;8;CGQYTMMDS
85913;85913;38;JROHQINF
85914;85914;26;MJJJAWSPM
85915;85915;15;GYWXBL
85916;85916;40;MCCXSXKZJDBO
85917;85917;41;FUHLVHZLTZHEGZCD
85918;85918;6;RYPDCZVIIREAWNRZXB
85919;85919;7;IMXLUJOXHDAW
85920;85920;30;GECAOQDOTTD
85921;85921;28;UAJFJKRFNVUGCXEZA
85922;85922;6;UZLZGCZNKNFUPJKVRHI
85923;85923;8;AEXMSS
85924;85924;50;IACYD
85925;85925;33;EAOKCM
85926;85926;44;UHCQIWCEVIS
85927;85927;12;LWFCNZYUHMSXIUPKYXS
85928;85928;22;RWXIVNHKF
85929;85929;39;VIUSQFAKULDEZVUYMZXH
85930;85930;44;ZVQUJXEFKSYA
85931;85931;25;VTFEUASYATLOMPVOD
85932;85932;34;TQARPVEIRADDD
85933;85933;36;QPOMJNKJO
85934;85934;33;MQSCEEU
85935;85935;32;NFGGKRSYSHZGOOH
85936;85936;45;RZYMU
85937;85937;30;FTRRAPUD
85938;85938;44;SDOAMMNLNCH
85939;85939;17;MFTRIRPGY
85940;85940;5;MIMTZASJIXDYMXCAUVPM
85941;85941;3;RQCPMGHEUVVUWTDMMIAF
85942;85942;9;YYCUF
85943;85943;20;LJAIWDBSRXAJMTPGAT
85944;85944;33;CQIQMKIGU
85945;85945;41;VGIETXEP
85946;85946;45;RXSPMBOXDWJWA
85947;85947;45;TKJIXW
85948;85948;20;QBBROAGB
85949;85949;16;QYRXLQMI
85950;85950;11;QIXEKX
85951;85951;29;KDZFR
85952;85952;6;OKUSPBYHXG
85953;85953;4;SRDJGUMRMY
85954;85954;5;PXQFHXIKRCGM
85955;85955;23;QMBPBUDKIXJUPOFP
85956;85956;28;NVTMHUI
85957;85957;36;YOEWBLKVZYDYL
85958;85958;28;LUDZXS
85959;85959;23;QRRZQML
85960;85960;2;HSYSNVXYWWRJ
85961;85961;50;ILYZYWOMZ
85962;85962;8;KYVGVXETEDHYOQRFW
85963;85963;50;BEKBRFGJKQSEFILFYOZS
85964;85964;46;DLPIBGC
85965;85965;4;ZBMPCTRTNEEH
85966;85966;25;LFVWYMMRGOLFMNQXBQP
85967;85967;43;IYDZL
85968;85968;44;NPVKKULLBHHF
85969;85969;22;CLOYISLYKHGKZJ
85970;85970;40;TBESKFDNDZVJG
85971;85971;47;PSRRXFFD
85972;85972;32;BYXNVUKDTYXOYPGZGP
85973;85973;24;SFEFSQGKXW
85974;85974;8;IYLMJDNZXM
85975;85975;27;AOKSXGYEMPDWV
85976;85976;31;TIQSHRLFN
85977;85977;25;ZENTLXKNK
85978;85978;22;MJUKYBDKFFGQTQYZW
85979;85979;2;GOVYQIDXDDQYNTCPBR
85980;85980;27;AQJQKJMEN
85981;85981;48;FFGBMSLSHDEJOHUELIA
85982;85982;7;CSCXCVSYVYHJTLLOHG
85983;85983;23;RFJPYVROYJOUYOIIXL
85984;85984;42;CLKXSAO
85985;85985;21;GCQFUTKHQJVARKPP
85986;85986;23;BQTVVDKJ
85987;85987;22;JPSLXR
85988;85988;5;ZRYGVEMITVE
85989;85989;2;WZICMXPMHHRBPQMXRUS
85990;85990;25;QIFBBUMEIKMERYXBX
85991;85991;20;MUIGS
85992;85992;8;QTZLREWNAGVI
85993;85993;3;AONOEUFNFRVBHY
85994;85994;37;HGZGKOXXOEKVLP
85995;85995;22;XREHWMIYB
85996;85996;9;SYFWAWPATX
85997;85997;46;WBJVHNBEOYIAV
85998;85998;17;IBQJEWEFFROKQ
85999;85999;31;IAXTAJR
86000;86000;15;WVPKFH
86001;86001;33;EIWUX
86002;86002;6;RCKYMCFUIMHNO
86003;86003;36;FEAXRWVRJHZR
86004;86004;31;XLHGYOYEMHWWHFMUYZLK
86005;86005;37;QBINTYXGXT
86006;86006;9;WQFKKEHGZTTTMABP
86007;86007;22;XLEXMCFILRADXXKCRBGR
86008;86008;24;YSECMWULDSZXXEQIF
86009;86009;15;DJZIDQELBQCAWWNDIPX
86010;86010;34;QCXSQE
86011;86011;25;UXZMPNSVKQJVHXYU
86012;86012;19;LIQABNCJRTZAAX
86013;86013;37;WXSAEXQRGJ
86014;86014;20;IYEAHEIYB
86015;86015;41;CNVCENYOHSSAVJBUR
86016;86016;36;ZXVQXNUCOA
86017;86017;14;AGLRZHUQGBTREV
86018;86018;39;MCUMKNXCXRVGPC
86019;86019;2;HSIAOVAFHPJU
86020;86020;37;MQUJY
86021;86021;50;DBRCZROZH
86022;86022;2;GDBBXACHJXF
86023;86023;1;CRCRAXJWFWUXD
86024;86024;26;LZOUPUYLJYZHZRKFGGIO
86025;86025;38;OMVQMYSBNH
86026;86026;12;QYADPKTENVQBELFDUS
86027;86027;24;TOETQ
86028;86028;42;TLJIDNNAPTEXPLTJH
86029;86029;43;WJLTXEK
86030;86030;5;VEUYCPAZMJXYRXX
86031;86031;14;RUDFQVFFOMO
86032;86032;13;FCBPPKPWRWEWHYPHR
86033;86033;45;TFIUBSG
86034;86034;4;MLJKGQAJBUJPXXOEI
86035;86035;6;SOCRNASPEYOGJPVX
86036;86036;2;XGKEHMEYW
86037;86037;37;QINRSRXWLZH
86038;86038;8;CORZCPH
86039;86039;34;ZJXWCIBUJ
86040;86040;32;GPKIWXVFUB
86041;86041;43;GTDMHKALKAHW
86042;86042;46;ICLBXXPUSTRTXIB
86043;86043;43;TBTYJYVTNIDVCS
86044;86044;4;UHJRZGUKNEMKSSPKURE
86045;86045;23;ZERBCKFXOKNCPX
86046;86046;33;DLPLY
86047;86047;11;FVAXAFHHPMJSRUWVKCW
86048;86048;15;TWCAQBRPWRJP
86049;86049;27;VNLUUXJPTYCYXZJN
86050;86050;11;YOSRGZRPGF
86051;86051;31;UTESSVBGQ
86052;86052;12;OWVSFIVGQTDEF
86053;86053;7;KEXUOU
86054;86054;37;FFFRBULARGWWWEKBTNMA
86055;86055;34;ABVJTZDLIKVDNDAWXJV
86056;86056;7;CQSNCXUJIAEVA
86057;86057;35;BVUPHYRUMWZJNPYR
86058;86058;27;LSSPPVCJ
86059;86059;22;NDLGIB
86060;86060;47;MSXVTUNQORGYUUA
86061;86061;4;KZTQYNHHVAADYU
86062;86062;28;DFTUUQFKCHI
86063;86063;24;ULUQSJBEDFXKPQRMWR
86064;86064;4;VFFZKRADHMBS
86065;86065;9;HADWSWLBMHXRH
86066;86066;18;YVPHK
86067;86067;35;CNGCOMEWDK
86068;86068;11;CXSVLJ
86069;86069;24;CKPJXYSR
86070;86070;16;GIQTVGCLLCVIIPTL
86071;86071;31;COBNNQETJRCKDFD
86072;86072;29;NJQCB
86073;86073;28;UAMEYVWWJ
86074;86074;27;PMLGYROUJ
86075;86075;19;WBLDCEN
86076;86076;3;XUALXLNFCXQBRCLGHMPK
86077;86077;27;WZTBLLGZWCZEXIMD
86078;86078;23;HVTWEUBN
86079;86079;6;XSJLF
86080;86080;6;YZNJQYNHX
86081;86081;9;LCCHZIKSIIXHKJM
86082;86082;47;ZEQXGW
86083;86083;37;ENHIHOYTTDBVPNAOKD
86084;86084;15;UVDWMVOMGUMKH
86085;86085;4;VTVUTZDNPJRDDQEXXLL
86086;86086;23;UGDIH
86087;86087;46;AZFWTTLCFVMCC
86088;86088;10;YPNVIN
86089;86089;29;XCZJT
86090;86090;37;FMXPRBGEPZMI
86091;86091;3;QOIDWCQZPRBUIGYBAHB
86092;86092;20;HAAGJPFQITVCNUCGO
86093;86093;37;MGTJLFLGSSSTVYELWUUL
86094;86094;29;WGHKMELBKGL
86095;86095;30;EAKAJTPSNZHHRDDF
86096;86096;49;YNFFNNQIVLIKTYJ
86097;86097;11;SWGFYVZLWNAFOFAH
86098;86098;38;KCPVNKQYYTT
86099;86099;34;ACLCOPIKWZZC
86100;86100;12;BSXVOIQQRY
86101;86101;17;TQRIOIRXTVZOTMJW
86102;86102;33;RRJDIYFOGRDGQNHKXKL
86103;86103;3;PNIMSVWPLGE
86104;86104;14;RELQNSBYKSEO
86105;86105;7;MYOWNKIYOHRHQPDDXUPX
86106;86106;28;HMNLPMWKBEJNJKTVWE
86107;86107;20;RTHOE
86108;86108;3;RFHDBFUPTYEJ
86109;86109;31;CMWUMBI
86110;86110;26;TISPVMAPO
86111;86111;38;UBRXZ
86112;86112;22;FIUXQR
86113;86113;50;HJEXLNWVE
86114;86114;41;GBLNCWVGWKIJWDRT
86115;86115;2;RCXJFVOEDGXW
86116;86116;10;MWSTCTOLFGSCJLXMZH
86117;86117;14;FGSEBYZZ
86118;86118;5;HFXUKTAX
86119;86119;31;SJVWWBITRFOXV
86120;86120;21;GNNUL
86121;86121;17;ITQRKJMSFPKRZZK
86122;86122;21;ETPGHS
86123;86123;20;HYKMGPWSTASTTQIJKZ
86124;86124;46;HHHWBUIJU
86125;86125;19;HXHYROXSWCIESIZ
86126;86126;18;BITEYWRQ
86127;86127;30;ERKIDGYGJUUJONHGZ
86128;86128;4;OSDLWJY
86129;86129;10;SGOAFTFD
86130;86130;13;MBCAGYXTBCBLL
86131;86131;46;SEYTBCYALQO
86132;86132;23;PHYSOILYDKQBGK
86133;86133;12;OCAOUNORVNI
86134;86134;14;FSRHEAWZLGYVDNZ
86135;86135;45;NBLDBZVLIVSVOF
86136;86136;14;WPCPZQLAWMT
86137;86137;45;ACHCMPGDZRUTUVE
86138;86138;43;GBPPMQGPB
86139;86139;14;FSDYDLAYSAFAM
86140;86140;5;SPOZWPBZFBGM
86141;86141;36;FTXEBFXHPUBJVMQNQG
86142;86142;12;IYZHVTGOLCOJAMDGR
86143;86143;27;IOCUPTPPANHEXPLE
86144;86144;10;AFUEJWSBPEVVF
86145;86145;28;QVBDO
86146;86146;39;JVOHIZVUQPAOLMEZUYK
86147;86147;45;BOWXSFAETLAZHQYTCII
86148;86148;46;OAFQBEXKLKDLLJCRKTF
86149;86149;32;STBTKPWJQPXRQIQVQB
86150;86150;42;ZVKRPACSHMPISLXGVFMB
86151;86151;33;NLDAVLS
86152;86152;28;BCMCHVIO
86153;86153;30;CTDCJASMDKONAWW
86154;86154;43;RGLFFMVDHRR
86155;86155;33;RRPGPRZQLL
86156;86156;41;ZXYZT
86157;86157;3;RESJUDPUWLSDZSX
86158;86158;42;ECHSKLUP
86159;86159;36;XUBQAPSEGSFU
86160;86160;36;GXFQGUOYDVFDY
86161;86161;20;ZGHVVSXDXWPEEAPKDJ
86162;86162;2;WQAREJHMFJZOADB
86163;86163;45;NQEJXYPS
86164;86164;3;VOEMXWHDGYRAXQCE
86165;86165;6;HPTAYPPUOOVWRBMGK
86166;86166;6;CVXQMCAL
86167;86167;34;BEHSDDVO
86168;86168;17;VVFFRACIMLD
86169;86169;17;FHENH
86170;86170;33;BHCNATSAHHHWINLLD
86171;86171;34;UMKMFVARPBMIZDFSRORP
86172;86172;23;VHYAUKZRD
86173;86173;38;HNLAIGK
86174;86174;20;SYJAVQ
86175;86175;7;WUQRHRDAVYV
86176;86176;32;TUXDNKG
86177;86177;33;UNOEYRIVWEBDTQFSWP
86178;86178;34;RJUAZN
86179;86179;46;ABKINO
86180;86180;40;HFXIBMGBRPWBPFS
86181;86181;48;THMIFDABY
86182;86182;32;RIXIQHGUOP
86183;86183;28;BGDHWDLNUTBVJSBH
86184;86184;9;AKWABFNDNTSH
86185;86185;3;IDVJLXMZ
86186;86186;3;BDOBPPGVBDUHXBPMUD
86187;86187;14;HOZXVFJPBUWACXQMDZG
86188;86188;41;VEXGK
86189;86189;18;WRSZJZMH
86190;86190;27;THYJGIOOIALZKTZQY
86191;86191;34;SLKWVIDGCQYVGRL
86192;86192;38;XZZMODWWTTYYDUTUTG
86193;86193;5;VTEBRCXGVHEKADZIWAPG
86194;86194;4;TRKRCHIBFQB
86195;86195;43;DMCFQBFYQ
86196;86196;38;NVOEEFWWCFPTUK
86197;86197;9;ONVGDGYU
86198;86198;2;HUOYXJHG
86199;86199;38;PQGKPEXTWUWFWVN
86200;86200;22;SGYJH
86201;86201;41;KBSVO
86202;86202;10;OBOYLM
86203;86203;15;LOQHXANKJCVBNDZJFQS
86204;86204;24;AMWETJVDSQMIXCBMKZW
86205;86205;20;IUSJPKLJPSUMMKNCBZP
86206;86206;39;XRYKSEPVAQJZHSGD
86207;86207;48;KRBVVXGVYTWBWRXBQ
86208;86208;38;ZMJAWQXCRBLSFWJ
86209;86209;2;PHFCIQCH
86210;86210;47;WQJMA
86211;86211;17;ZEZUSZYOU
86212;86212;36;KUHIUGXSFBVUWY
86213;86213;43;VGGHJLRXIFXFZV
86214;86214;50;ITGKDS
86215;86215;40;HSKXWILXYOVXCYEED
86216;86216;14;JVBDZCZE
86217;86217;23;WAKURCBM
86218;86218;47;ATXOKPHHSOJS
86219;86219;38;XXGEXUTEOZUAQBL
86220;86220;1;CDERUNTUJT
86221;86221;14;LGFYIVLD
86222;86222;15;JRFMTCYYT
86223;86223;39;VTVKV
86224;86224;2;POQBE
86225;86225;44;GDYLNUOBBKSZBRYSJQHK
86226;86226;6;JATJNMGDYCQUDKWKLGQF
86227;86227;6;DQAFDDEQEEME
86228;86228;33;AJRVXQIROYAKJEEY
86229;86229;11;ERVTAOUGLXFQQA
86230;86230;26;ZPWGJQSXOPY
86231;86231;27;VKBAL
86232;86232;44;IEBZOSCV
86233;86233;18;TJLWNAFGTATL
86234;86234;18;LHESZBSCHTCI
86235;86235;43;HWWUDIFFF
86236;86236;26;FSICHDSCCRFYYJFDEG
86237;86237;13;ZOZKHASISIJXFUXRAP
86238;86238;41;OBCOLKEKRXGXPI
86239;86239;32;FYSEVJBCHFWHBAM
86240;86240;2;ZYKDZDPYJAMXFZOKXVD
86241;86241;22;UZCCUFJCBKCQKQGX
86242;86242;7;SRMDBYCULQI
86243;86243;15;MIXDLRYHB
86244;86244;23;PWEXMRESABGAQXPCAXVT
86245;86245;20;YISDDODXCSTZTMI
86246;86246;22;SZEOPHLVFL
86247;86247;12;XKPFRHBBDJVJVOI
86248;86248;45;UZHJDDAKXCDHABIIZ
86249;86249;34;XLYSJGTTTTRZNYFCW
86250;86250;29;IQTFBJQEMFGGF
86251;86251;46;ZJIVMZLRD
86252;86252;45;RDFNOFH
86253;86253;7;DPYGTIMGM
86254;86254;21;ETPFPYMOVQRRWKSG
86255;86255;1;HFQJNHBAMEQZWHOU
86256;86256;15;YQECRPVIKSZWO
86257;86257;25;IDDEQWJUL
86258;86258;42;ITPCMH
86259;86259;6;GTNUHOEGMKZCHE
86260;86260;11;NEFPYYPOYQI
86261;86261;20;ZNEEQKAQIMFJ
86262;86262;42;VPPOEUBYCKSCXFU
86263;86263;31;QODCJ
86264;86264;33;JBQNKFDHTUDO
86265;86265;48;FVPNLPBDOJF
86266;86266;33;ORWRR
86267;86267;12;PQSKNIJSBJK
86268;86268;23;ZWFQIZPTNVVGRCXDUV
86269;86269;2;TYAPHIDIWRUB
86270;86270;37;LEWSYKLRPUPPCA
86271;86271;28;QOVTJXLJTCDI
86272;86272;36;ZBWXWWEOCP
86273;86273;30;EMADENHCWBRMMHVKOK
86274;86274;24;XBGTNQYYTTEEYMROJ
86275;86275;35;GVNFEMKIYUDJC
86276;86276;16;FHRCKLOXVZIE
86277;86277;16;QBARCWXYGZJX
86278;86278;14;PWCNHRAYUAMANF
86279;86279;10;IUUEOFB
86280;86280;33;IIGIHFYECGPRTHVSOPOG
